T,Salt,Cs,fs,Cp,Gamma,Eta
25,NaCl,1,0.5,0.5,0.359,11.558
25,NaCl,1,0.5,0.5,0.464,11.783
25,NaCl,1,0.5,0.5,0.599,12.164
25,NaCl,1,0.5,0.5,0.774,11.672
25,NaCl,1,0.5,0.5,1.0,10.884
25,NaCl,1,0.5,0.5,1.29,9.6046
25,NaCl,1,0.5,0.5,1.67,9.1319
25,NaCl,1,0.5,0.5,2.15,8.6672
25,NaCl,1,0.5,0.5,2.78,7.7064
25,NaCl,1,0.5,0.5,3.59,7.3365
25,NaCl,1,0.5,0.5,4.64,6.6735
25,NaCl,1,0.5,0.5,5.99,6.059
25,NaCl,1,0.5,0.5,7.74,5.5628
25,NaCl,1,0.5,0.5,10.0,5.1321
25,NaCl,1,0.5,0.5,12.9,4.6913
25,NaCl,1,0.5,0.5,16.7,4.3056
25,NaCl,1,0.5,0.5,21.5,3.9402
25,NaCl,1,0.5,0.5,27.8,3.6377
25,NaCl,1,0.5,0.5,35.9,3.3503
25,NaCl,1,0.5,0.5,46.4,3.1161
25,NaCl,1,0.5,0.5,59.9,2.9165
25,NaCl,1,0.5,0.5,77.4,2.7185
25,NaCl,1,0.5,0.5,100.0,2.5778
25,NaCl,1,0.5,0.5,129.0,2.4583
25,NaCl,1,0.5,0.5,167.0,2.3667
25,NaCl,1,0.5,0.5,215.0,2.8247
25,NaCl,1,0.5,0.5,278.0,3.2013
25,NaCl,1,0.5,0.5,359.0,3.6294
25,NaCl,1,0.5,0.5,464.0,4.1096
25,NaCl,1,0.5,0.5,599.0,4.5369
25,NaCl,1,0.5,0.5,774.0,4.9035
25,NaCl,1,0.5,0.5,1000.0,5.083
25,NaCl,1,0.5,1.0,0.001,69.905
25,NaCl,1,0.5,1.0,0.00129,25.957
25,NaCl,1,0.5,1.0,0.00167,27.415
25,NaCl,1,0.5,1.0,0.00215,42.067
25,NaCl,1,0.5,1.0,0.00278,29.063
25,NaCl,1,0.5,1.0,0.00359,13.247
25,NaCl,1,0.5,1.0,0.00464,23.629
25,NaCl,1,0.5,1.0,0.00599,42.169
25,NaCl,1,0.5,1.0,0.00774,41.662
25,NaCl,1,0.5,1.0,0.01,51.758
25,NaCl,1,0.5,1.0,0.0129,55.571
25,NaCl,1,0.5,1.0,0.0167,58.011
25,NaCl,1,0.5,1.0,0.0215,63.238
25,NaCl,1,0.5,1.0,0.0278,62.723
25,NaCl,1,0.5,1.0,0.0359,60.29
25,NaCl,1,0.5,1.0,0.0464,59.737
25,NaCl,1,0.5,1.0,0.0599,59.983
25,NaCl,1,0.5,1.0,0.0774,57.051
25,NaCl,1,0.5,1.0,0.1,56.076
25,NaCl,1,0.5,1.0,0.129,54.616
25,NaCl,1,0.5,1.0,0.167,51.808
25,NaCl,1,0.5,1.0,0.215,49.603
25,NaCl,1,0.5,1.0,0.278,47.101
25,NaCl,1,0.5,1.0,0.359,43.814
25,NaCl,1,0.5,1.0,0.464,39.514
25,NaCl,1,0.5,1.0,0.599,35.956
25,NaCl,1,0.5,1.0,0.774,32.0
25,NaCl,1,0.5,1.0,1.0,28.636
25,NaCl,1,0.5,1.0,1.29,26.254
25,NaCl,1,0.5,1.0,1.67,23.57
25,NaCl,1,0.5,1.0,2.15,20.686
25,NaCl,1,0.5,1.0,2.78,18.697
25,NaCl,1,0.5,1.0,3.59,16.428
25,NaCl,1,0.5,1.0,4.64,14.714
25,NaCl,1,0.5,1.0,5.99,13.087
25,NaCl,1,0.5,1.0,7.74,11.606
25,NaCl,1,0.5,1.0,10.0,10.273
25,NaCl,1,0.5,1.0,12.9,9.1139
25,NaCl,1,0.5,1.0,16.7,8.1097
25,NaCl,1,0.5,1.0,21.5,7.2317
25,NaCl,1,0.5,1.0,27.8,6.4389
25,NaCl,1,0.5,1.0,35.9,5.7676
25,NaCl,1,0.5,1.0,46.4,5.1887
25,NaCl,1,0.5,1.0,59.9,4.6793
25,NaCl,1,0.5,1.0,77.4,4.2849
25,NaCl,1,0.5,1.0,100.0,3.9366
25,NaCl,1,0.5,1.0,129.0,3.6319
25,NaCl,1,0.5,1.0,167.0,3.4075
25,NaCl,1,0.5,1.0,215.0,3.2198
25,NaCl,1,0.5,1.0,278.0,3.9749
25,NaCl,1,0.5,1.0,359.0,4.477
25,NaCl,1,0.5,1.0,464.0,4.9164
25,NaCl,1,0.5,1.0,599.0,5.3982
25,NaCl,1,0.5,1.0,774.0,5.8161
25,NaCl,1,0.5,1.0,1000.0,6.2573
25,NaCl,1,0.5,2.5,0.001,183.28
25,NaCl,1,0.5,2.5,0.00129,204.67
25,NaCl,1,0.5,2.5,0.00167,189.31
25,NaCl,1,0.5,2.5,0.00215,191.05
25,NaCl,1,0.5,2.5,0.00278,184.25
25,NaCl,1,0.5,2.5,0.00359,179.47
25,NaCl,1,0.5,2.5,0.00464,163.75
25,NaCl,1,0.5,2.5,0.00599,173.36
25,NaCl,1,0.5,2.5,0.00774,162.02
25,NaCl,1,0.5,2.5,0.01,153.38
25,NaCl,1,0.5,2.5,0.0129,157.6
25,NaCl,1,0.5,2.5,0.0167,144.33
25,NaCl,1,0.5,2.5,0.0215,139.28
25,NaCl,1,0.5,2.5,0.0278,130.3
25,NaCl,1,0.5,2.5,0.0359,127.53
25,NaCl,1,0.5,2.5,0.0464,122.73
25,NaCl,1,0.5,2.5,0.06,116.13
25,NaCl,1,0.5,2.5,0.0774,108.2
25,NaCl,1,0.5,2.5,0.1,100.2
25,NaCl,1,0.5,2.5,0.129,91.891
25,NaCl,1,0.5,2.5,0.167,85.865
25,NaCl,1,0.5,2.5,0.215,77.248
25,NaCl,1,0.5,2.5,0.278,69.438
25,NaCl,1,0.5,2.5,0.359,61.407
25,NaCl,1,0.5,2.5,0.464,54.417
25,NaCl,1,0.5,2.5,0.599,48.787
25,NaCl,1,0.5,2.5,0.774,44.227
25,NaCl,1,0.5,2.5,1.0,38.912
25,NaCl,1,0.5,2.5,1.29,34.036
25,NaCl,1,0.5,2.5,1.67,29.432
25,NaCl,1,0.5,2.5,2.15,26.217
25,NaCl,1,0.5,2.5,2.78,22.881
25,NaCl,1,0.5,2.5,3.59,20.312
25,NaCl,1,0.5,2.5,4.64,17.756
25,NaCl,1,0.5,2.5,5.99,15.646
25,NaCl,1,0.5,2.5,7.74,13.791
25,NaCl,1,0.5,2.5,10.0,12.168
25,NaCl,1,0.5,2.5,12.9,10.766
25,NaCl,1,0.5,2.5,16.7,9.5012
25,NaCl,1,0.5,2.5,21.5,8.407
25,NaCl,1,0.5,2.5,27.8,7.4838
25,NaCl,1,0.5,2.5,35.9,6.667
25,NaCl,1,0.5,2.5,46.4,5.9464
25,NaCl,1,0.5,2.5,59.9,5.3466
25,NaCl,1,0.5,2.5,77.4,4.8254
25,NaCl,1,0.5,2.5,100.0,4.4163
25,NaCl,1,0.5,2.5,129.0,4.0996
25,NaCl,1,0.5,2.5,167.0,3.7942
25,NaCl,1,0.5,2.5,215.0,3.5588
25,NaCl,1,0.5,2.5,278.0,4.2834
25,NaCl,1,0.5,2.5,359.0,4.7286
25,NaCl,1,0.5,2.5,464.0,5.1934
25,NaCl,1,0.5,2.5,599.0,5.6894
25,NaCl,1,0.5,2.5,774.0,6.2917
25,NaCl,1,0.5,2.5,1000.0,7.0293
25,NaCl,1,0.5,5.0,0.001,3257.8
25,NaCl,1,0.5,5.0,0.00129,4067.5
25,NaCl,1,0.5,5.0,0.00167,4424.1
25,NaCl,1,0.5,5.0,0.00215,4573.3
25,NaCl,1,0.5,5.0,0.00278,4650.7
25,NaCl,1,0.5,5.0,0.00359,4633.4
25,NaCl,1,0.5,5.0,0.00464,4575.5
25,NaCl,1,0.5,5.0,0.006,4491.7
25,NaCl,1,0.5,5.0,0.00774,4370.1
25,NaCl,1,0.5,5.0,0.01,4180.1
25,NaCl,1,0.5,5.0,0.0129,3956.2
25,NaCl,1,0.5,5.0,0.0167,3708.1
25,NaCl,1,0.5,5.0,0.0215,3413.5
25,NaCl,1,0.5,5.0,0.0278,3104.0
25,NaCl,1,0.5,5.0,0.0359,2783.2
25,NaCl,1,0.5,5.0,0.0464,2467.8
25,NaCl,1,0.5,5.0,0.0599,2162.9
25,NaCl,1,0.5,5.0,0.0774,1881.9
25,NaCl,1,0.5,5.0,0.1,1625.9
25,NaCl,1,0.5,5.0,0.129,1393.4
25,NaCl,1,0.5,5.0,0.167,1188.5
25,NaCl,1,0.5,5.0,0.215,1009.7
25,NaCl,1,0.5,5.0,0.278,852.11
25,NaCl,1,0.5,5.0,0.359,716.55
25,NaCl,1,0.5,5.0,0.464,600.24
25,NaCl,1,0.5,5.0,0.599,501.58
25,NaCl,1,0.5,5.0,0.774,419.08
25,NaCl,1,0.5,5.0,1.0,349.33
25,NaCl,1,0.5,5.0,1.29,290.51
25,NaCl,1,0.5,5.0,1.67,241.11
25,NaCl,1,0.5,5.0,2.15,200.69
25,NaCl,1,0.5,5.0,2.78,166.72
25,NaCl,1,0.5,5.0,3.59,138.81
25,NaCl,1,0.5,5.0,4.64,115.55
25,NaCl,1,0.5,5.0,5.99,96.474
25,NaCl,1,0.5,5.0,7.74,80.716
25,NaCl,1,0.5,5.0,10.0,67.736
25,NaCl,1,0.5,5.0,12.9,57.054
25,NaCl,1,0.5,5.0,16.7,48.223
25,NaCl,1,0.5,5.0,21.5,40.927
25,NaCl,1,0.5,5.0,27.8,34.868
25,NaCl,1,0.5,5.0,35.9,29.803
25,NaCl,1,0.5,5.0,46.4,25.609
25,NaCl,1,0.5,5.0,59.9,22.16
25,NaCl,1,0.5,5.0,77.4,19.24
25,NaCl,1,0.5,5.0,100.0,16.825
25,NaCl,1,0.5,5.0,129.0,14.869
25,NaCl,1,0.5,5.0,167.0,12.989
25,NaCl,1,0.5,5.0,215.0,11.542
25,NaCl,1,0.5,5.0,278.0,10.209
25,NaCl,1,0.5,5.0,359.0,8.7019
25,NaCl,1,0.5,5.0,464.0,7.6956
25,NaCl,1,0.5,5.0,599.0,8.3448
25,NaCl,1,0.5,5.0,774.0,9.0156
25,NaCl,1,0.5,5.0,1000.0,9.4278
25,NaCl,1,0.5,10.0,0.001,13814.0
25,NaCl,1,0.5,10.0,0.00129,17292.0
25,NaCl,1,0.5,10.0,0.00167,18933.0
25,NaCl,1,0.5,10.0,0.00215,19651.0
25,NaCl,1,0.5,10.0,0.00278,19950.0
25,NaCl,1,0.5,10.0,0.00359,19883.0
25,NaCl,1,0.5,10.0,0.00464,19530.0
25,NaCl,1,0.5,10.0,0.006,18923.0
25,NaCl,1,0.5,10.0,0.00774,18075.0
25,NaCl,1,0.5,10.0,0.01,16993.0
25,NaCl,1,0.5,10.0,0.0129,15738.0
25,NaCl,1,0.5,10.0,0.0167,14294.0
25,NaCl,1,0.5,10.0,0.0215,12815.0
25,NaCl,1,0.5,10.0,0.0278,11307.0
25,NaCl,1,0.5,10.0,0.0359,9853.7
25,NaCl,1,0.5,10.0,0.0464,8487.2
25,NaCl,1,0.5,10.0,0.0599,7271.6
25,NaCl,1,0.5,10.0,0.0774,6178.1
25,NaCl,1,0.5,10.0,0.1,5206.4
25,NaCl,1,0.5,10.0,0.129,4360.8
25,NaCl,1,0.5,10.0,0.167,3640.2
25,NaCl,1,0.5,10.0,0.215,3026.9
25,NaCl,1,0.5,10.0,0.278,2505.1
25,NaCl,1,0.5,10.0,0.359,2069.4
25,NaCl,1,0.5,10.0,0.464,1704.2
25,NaCl,1,0.5,10.0,0.599,1400.7
25,NaCl,1,0.5,10.0,0.774,1149.3
25,NaCl,1,0.5,10.0,1.0,942.19
25,NaCl,1,0.5,10.0,1.29,771.38
25,NaCl,1,0.5,10.0,1.67,632.08
25,NaCl,1,0.5,10.0,2.15,517.96
25,NaCl,1,0.5,10.0,2.78,424.57
25,NaCl,1,0.5,10.0,3.59,348.22
25,NaCl,1,0.5,10.0,4.64,285.77
25,NaCl,1,0.5,10.0,5.99,234.7
25,NaCl,1,0.5,10.0,7.74,192.96
25,NaCl,1,0.5,10.0,10.0,158.88
25,NaCl,1,0.5,10.0,12.9,131.12
25,NaCl,1,0.5,10.0,16.7,108.53
25,NaCl,1,0.5,10.0,21.5,90.15
25,NaCl,1,0.5,10.0,27.8,75.082
25,NaCl,1,0.5,10.0,35.9,62.696
25,NaCl,1,0.5,10.0,46.4,52.63
25,NaCl,1,0.5,10.0,59.9,44.44
25,NaCl,1,0.5,10.0,77.4,37.685
25,NaCl,1,0.5,10.0,100.0,32.187
25,NaCl,1,0.5,10.0,129.0,27.502
25,NaCl,1,0.5,10.0,167.0,23.599
25,NaCl,1,0.5,10.0,215.0,20.224
25,NaCl,1,0.5,10.0,278.0,17.311
25,NaCl,1,0.5,10.0,359.0,15.593
25,NaCl,1,0.5,10.0,464.0,13.707
25,NaCl,1,0.5,10.0,599.0,11.932
25,NaCl,1,0.5,10.0,774.0,11.072
25,NaCl,1,0.5,10.0,1000.0,11.758
25,NaCl,1,0.5,50.0,0.001,169090.0
25,NaCl,1,0.5,50.0,0.00129,227340.0
25,NaCl,1,0.5,50.0,0.00167,255080.0
25,NaCl,1,0.5,50.0,0.00215,268520.0
25,NaCl,1,0.5,50.0,0.00278,275170.0
25,NaCl,1,0.5,50.0,0.00359,275420.0
25,NaCl,1,0.5,50.0,0.00464,270670.0
25,NaCl,1,0.5,50.0,0.00599,261160.0
25,NaCl,1,0.5,50.0,0.00774,247010.0
25,NaCl,1,0.5,50.0,0.01,229170.0
25,NaCl,1,0.5,50.0,0.0129,208060.0
25,NaCl,1,0.5,50.0,0.0167,184780.0
25,NaCl,1,0.5,50.0,0.0215,160950.0
25,NaCl,1,0.5,50.0,0.0278,137860.0
25,NaCl,1,0.5,50.0,0.0359,116430.0
25,NaCl,1,0.5,50.0,0.0464,97260.0
25,NaCl,1,0.5,50.0,0.0599,80612.0
25,NaCl,1,0.5,50.0,0.0774,66451.0
25,NaCl,1,0.5,50.0,0.1,54515.0
25,NaCl,1,0.5,50.0,0.129,44558.0
25,NaCl,1,0.5,50.0,0.167,36298.0
25,NaCl,1,0.5,50.0,0.215,29548.0
25,NaCl,1,0.5,50.0,0.278,24016.0
25,NaCl,1,0.5,50.0,0.359,19520.0
25,NaCl,1,0.5,50.0,0.464,15861.0
25,NaCl,1,0.5,50.0,0.599,12898.0
25,NaCl,1,0.5,50.0,0.774,10506.0
25,NaCl,1,0.5,50.0,1.0,8564.4
25,NaCl,1,0.5,50.0,1.29,6975.9
25,NaCl,1,0.5,50.0,1.67,5670.3
25,NaCl,1,0.5,50.0,2.15,4591.3
25,NaCl,1,0.5,50.0,2.78,3702.5
25,NaCl,1,0.5,50.0,3.59,2979.5
25,NaCl,1,0.5,50.0,4.64,2387.4
25,NaCl,1,0.5,50.0,5.99,1896.2
25,NaCl,1,0.5,50.0,7.74,1514.2
25,NaCl,1,0.5,50.0,10.0,1214.6
25,NaCl,1,0.5,50.0,12.9,973.24
25,NaCl,1,0.5,50.0,16.7,780.71
25,NaCl,1,0.5,50.0,21.5,626.0
25,NaCl,1,0.5,50.0,27.8,502.5
25,NaCl,1,0.5,50.0,35.9,406.7
25,NaCl,1,0.5,50.0,46.4,329.47
25,NaCl,1,0.5,50.0,59.9,268.1
25,NaCl,1,0.5,50.0,77.4,218.99
25,NaCl,1,0.5,50.0,100.0,179.56
25,NaCl,1,0.5,50.0,129.0,145.56
25,NaCl,1,0.5,50.0,167.0,118.3
25,NaCl,1,0.5,50.0,215.0,97.25
25,NaCl,1,0.5,50.0,278.0,80.123
25,NaCl,1,0.5,50.0,359.0,68.228
25,NaCl,1,0.5,50.0,464.0,57.645
25,NaCl,1,0.5,50.0,599.0,48.237
25,NaCl,1,0.5,50.0,774.0,41.81
25,NaCl,1,0.5,50.0,1000.0,35.332
25,NaCl,1,0.5,100.0,0.001,940320.0
25,NaCl,1,0.5,100.0,0.00129,982210.0
25,NaCl,1,0.5,100.0,0.00167,1004300.0
25,NaCl,1,0.5,100.0,0.00215,977690.0
25,NaCl,1,0.5,100.0,0.00278,958940.0
25,NaCl,1,0.5,100.0,0.00359,926600.0
25,NaCl,1,0.5,100.0,0.00464,901990.0
25,NaCl,1,0.5,100.0,0.006,848020.0
25,NaCl,1,0.5,100.0,0.00774,773720.0
25,NaCl,1,0.5,100.0,0.01,706970.0
25,NaCl,1,0.5,100.0,0.0129,621770.0
25,NaCl,1,0.5,100.0,0.0167,536920.0
25,NaCl,1,0.5,100.0,0.0215,459160.0
25,NaCl,1,0.5,100.0,0.0278,373350.0
25,NaCl,1,0.5,100.0,0.0359,310690.0
25,NaCl,1,0.5,100.0,0.0464,258760.0
25,NaCl,1,0.5,100.0,0.0599,219850.0
25,NaCl,1,0.5,100.0,0.0774,178320.0
25,NaCl,1,0.5,100.0,0.1,146900.0
25,NaCl,1,0.5,100.0,0.129,119500.0
25,NaCl,1,0.5,100.0,0.167,96985.0
25,NaCl,1,0.5,100.0,0.215,78699.0
25,NaCl,1,0.5,100.0,0.278,64010.0
25,NaCl,1,0.5,100.0,0.359,52211.0
25,NaCl,1,0.5,100.0,0.464,42680.0
25,NaCl,1,0.5,100.0,0.599,35025.0
25,NaCl,1,0.5,100.0,0.774,28819.0
25,NaCl,1,0.5,100.0,1.0,23646.0
25,NaCl,1,0.5,100.0,1.29,19302.0
25,NaCl,1,0.5,100.0,1.67,15647.0
25,NaCl,1,0.5,100.0,2.15,12605.0
25,NaCl,1,0.5,100.0,2.78,10121.0
25,NaCl,1,0.5,100.0,3.59,8030.8
25,NaCl,1,0.5,100.0,4.64,6333.3
25,NaCl,1,0.5,100.0,5.99,5028.4
25,NaCl,1,0.5,100.0,7.74,3965.2
25,NaCl,1,0.5,100.0,10.0,3113.2
25,NaCl,1,0.5,100.0,12.9,2462.0
25,NaCl,1,0.5,100.0,16.7,1949.9
25,NaCl,1,0.5,100.0,21.5,1556.6
25,NaCl,1,0.5,100.0,27.8,1238.7
25,NaCl,1,0.5,100.0,35.9,979.49
25,NaCl,1,0.5,100.0,46.4,770.99
25,NaCl,1,0.5,100.0,59.9,620.7
25,NaCl,1,0.5,100.0,77.4,506.68
25,NaCl,1,0.5,100.0,100.0,410.42
25,NaCl,1,0.5,100.0,129.0,329.32
25,NaCl,1,0.5,100.0,167.0,267.62
25,NaCl,1,0.5,100.0,215.0,215.06
25,NaCl,1,0.5,100.0,278.0,173.62
25,NaCl,1,0.5,100.0,359.0,142.85
25,NaCl,1,0.5,100.0,464.0,119.23
25,NaCl,1,0.5,100.0,599.0,97.697
25,NaCl,1,0.5,100.0,774.0,83.656
25,NaCl,1,0.5,100.0,1000.0,69.646
25,NaCl,10,0.5,3.0,0.1,42.021
25,NaCl,10,0.5,3.0,0.129,40.207
25,NaCl,10,0.5,3.0,0.167,40.576
25,NaCl,10,0.5,3.0,0.215,38.996
25,NaCl,10,0.5,3.0,0.278,38.842
25,NaCl,10,0.5,3.0,0.359,37.256
25,NaCl,10,0.5,3.0,0.464,35.653
25,NaCl,10,0.5,3.0,0.599,33.858
25,NaCl,10,0.5,3.0,0.774,32.746
25,NaCl,10,0.5,3.0,1.0,31.436
25,NaCl,10,0.5,3.0,1.29,29.251
25,NaCl,10,0.5,3.0,1.67,27.284
25,NaCl,10,0.5,3.0,2.15,25.228
25,NaCl,10,0.5,3.0,2.78,23.512
25,NaCl,10,0.5,3.0,3.59,21.523
25,NaCl,10,0.5,3.0,4.64,19.82
25,NaCl,10,0.5,3.0,5.99,17.996
25,NaCl,10,0.5,3.0,7.74,16.439
25,NaCl,10,0.5,3.0,10.0,14.933
25,NaCl,10,0.5,3.0,12.9,13.525
25,NaCl,10,0.5,3.0,16.7,12.242
25,NaCl,10,0.5,3.0,21.5,11.058
25,NaCl,10,0.5,3.0,27.8,9.9928
25,NaCl,10,0.5,3.0,35.9,9.0245
25,NaCl,10,0.5,3.0,46.4,8.1638
25,NaCl,10,0.5,3.0,59.9,7.4399
25,NaCl,10,0.5,3.0,77.4,6.7762
25,NaCl,10,0.5,3.0,100.0,6.1738
25,NaCl,10,0.5,1.5,0.1,13.02
25,NaCl,10,0.5,1.5,0.129,11.084
25,NaCl,10,0.5,1.5,0.167,11.115
25,NaCl,10,0.5,1.5,0.215,10.533
25,NaCl,10,0.5,1.5,0.278,10.821
25,NaCl,10,0.5,1.5,0.359,10.953
25,NaCl,10,0.5,1.5,0.464,10.28
25,NaCl,10,0.5,1.5,0.599,9.7409
25,NaCl,10,0.5,1.5,0.774,10.055
25,NaCl,10,0.5,1.5,1.0,10.352
25,NaCl,10,0.5,1.5,1.29,9.7669
25,NaCl,10,0.5,1.5,1.67,9.4044
25,NaCl,10,0.5,1.5,2.15,8.8366
25,NaCl,10,0.5,1.5,2.78,8.7153
25,NaCl,10,0.5,1.5,3.59,8.1485
25,NaCl,10,0.5,1.5,4.64,7.7888
25,NaCl,10,0.5,1.5,5.99,7.2623
25,NaCl,10,0.5,1.5,7.74,6.8763
25,NaCl,10,0.5,1.5,10.0,6.4399
25,NaCl,10,0.5,1.5,12.9,6.0054
25,NaCl,10,0.5,1.5,16.7,5.6129
25,NaCl,10,0.5,1.5,21.5,5.2313
25,NaCl,10,0.5,1.5,27.8,4.8732
25,NaCl,10,0.5,1.5,35.9,4.5495
25,NaCl,10,0.5,1.5,46.4,4.2582
25,NaCl,10,0.5,1.5,59.9,4.0321
25,NaCl,10,0.5,1.5,77.4,3.8011
25,NaCl,10,0.5,1.5,100.0,3.5754
25,NaCl,10,0.5,0.8,0.1,3.5007
25,NaCl,10,0.5,0.8,0.129,3.1921
25,NaCl,10,0.5,0.8,0.167,2.9409
25,NaCl,10,0.5,0.8,0.215,4.1016
25,NaCl,10,0.5,0.8,0.278,3.8329
25,NaCl,10,0.5,0.8,0.359,4.7628
25,NaCl,10,0.5,0.8,0.464,4.7653
25,NaCl,10,0.5,0.8,0.599,5.1291
25,NaCl,10,0.5,0.8,0.774,4.7678
25,NaCl,10,0.5,0.8,1.0,4.82245
25,NaCl,10,0.5,0.8,1.29,4.4158
25,NaCl,10,0.5,0.8,1.67,4.6221
25,NaCl,10,0.5,0.8,2.15,4.339650000000001
25,NaCl,10,0.5,0.8,2.78,4.2812
25,NaCl,10,0.5,0.8,3.59,4.14085
25,NaCl,10,0.5,0.8,4.64,3.9202500000000002
25,NaCl,10,0.5,0.8,5.99,3.79515
25,NaCl,10,0.5,0.8,7.74,3.6262499999999998
25,NaCl,10,0.5,0.8,10.0,3.49525
25,NaCl,10,0.5,0.8,12.9,3.3585000000000003
25,NaCl,10,0.5,0.8,16.7,3.1927
25,NaCl,10,0.5,0.8,21.5,3.05475
25,NaCl,10,0.5,0.8,27.8,2.9335
25,NaCl,10,0.5,0.8,35.9,2.81655
25,NaCl,10,0.5,0.8,46.4,2.7070499999999997
25,NaCl,10,0.5,0.8,59.9,2.60595
25,NaCl,10,0.5,0.8,77.4,2.52425
25,NaCl,10,0.5,0.8,100.0,2.4766
25,NaCl,10,0.5,0.4,1.0,2.3872
25,NaCl,10,0.5,0.4,1.29,2.309
25,NaCl,10,0.5,0.4,1.67,2.2657
25,NaCl,10,0.5,0.4,2.15,2.2876
25,NaCl,10,0.5,0.4,2.78,2.2005
25,NaCl,10,0.5,0.4,3.59,2.1832
25,NaCl,10,0.5,0.4,4.64,2.1239
25,NaCl,10,0.5,0.4,5.99,2.0845
25,NaCl,10,0.5,0.4,7.74,2.046
25,NaCl,10,0.5,0.4,10.0,1.9874
25,NaCl,10,0.5,0.4,12.9,1.9496
25,NaCl,10,0.5,0.4,16.7,1.8966
25,NaCl,10,0.5,0.4,21.5,1.845
25,NaCl,10,0.5,0.4,27.8,1.8152
25,NaCl,10,0.5,0.4,35.9,1.7981
25,NaCl,10,0.5,0.4,46.4,1.7697
25,NaCl,10,0.5,0.4,59.9,1.7769
25,NaCl,10,0.5,0.4,77.4,1.7353
25,NaCl,10,0.5,0.4,100.0,1.7518
25,NaCl,10,0.5,20.0,0.001,9467.8
25,NaCl,10,0.5,20.0,0.00129,10982.0
25,NaCl,10,0.5,20.0,0.00167,11622.0
25,NaCl,10,0.5,20.0,0.00215,11937.0
25,NaCl,10,0.5,20.0,0.00278,11996.0
25,NaCl,10,0.5,20.0,0.00359,11985.0
25,NaCl,10,0.5,20.0,0.00464,11857.0
25,NaCl,10,0.5,20.0,0.00599,11651.0
25,NaCl,10,0.5,20.0,0.00774,11357.0
25,NaCl,10,0.5,20.0,0.01,10982.0
25,NaCl,10,0.5,20.0,0.0129,10514.0
25,NaCl,10,0.5,20.0,0.0167,9943.5
25,NaCl,10,0.5,20.0,0.0215,9296.3
25,NaCl,10,0.5,20.0,0.0278,8595.5
25,NaCl,10,0.5,20.0,0.0359,7860.2
25,NaCl,10,0.5,20.0,0.0464,7109.8
25,NaCl,10,0.5,20.0,0.0599,6372.5
25,NaCl,10,0.5,20.0,0.0774,5668.0
25,NaCl,10,0.5,20.0,0.1,4997.4
25,NaCl,10,0.5,20.0,0.129,4378.2
25,NaCl,10,0.5,20.0,0.167,3807.7
25,NaCl,10,0.5,20.0,0.215,3288.8
25,NaCl,10,0.5,20.0,0.278,2827.8
25,NaCl,10,0.5,20.0,0.359,2415.8
25,NaCl,10,0.5,20.0,0.464,2055.7
25,NaCl,10,0.5,20.0,0.599,1740.8
25,NaCl,10,0.5,20.0,0.774,1466.9
25,NaCl,10,0.5,20.0,1.0,1232.0
25,NaCl,10,0.5,20.0,1.29,1033.3
25,NaCl,10,0.5,20.0,1.67,864.11
25,NaCl,10,0.5,20.0,2.15,720.65
25,NaCl,10,0.5,20.0,2.78,601.08
25,NaCl,10,0.5,20.0,3.59,500.89
25,NaCl,10,0.5,20.0,4.64,417.88
25,NaCl,10,0.5,20.0,5.99,348.76
25,NaCl,10,0.5,20.0,7.74,291.37
25,NaCl,10,0.5,20.0,10.0,243.64
25,NaCl,10,0.5,20.0,12.9,203.81
25,NaCl,10,0.5,20.0,16.7,170.63
25,NaCl,10,0.5,20.0,21.5,142.95
25,NaCl,10,0.5,20.0,27.8,119.93
25,NaCl,10,0.5,20.0,35.9,100.87
25,NaCl,10,0.5,20.0,46.4,85.094
25,NaCl,10,0.5,20.0,59.9,72.052
25,NaCl,10,0.5,20.0,77.4,61.29
25,NaCl,10,0.5,20.0,100.0,52.356
25,NaCl,10,0.5,20.0,129.0,44.637
25,NaCl,10,0.5,20.0,167.0,38.007
25,NaCl,10,0.5,20.0,215.0,33.194
25,NaCl,10,0.5,20.0,278.0,28.41
25,NaCl,10,0.5,20.0,359.0,24.737
25,NaCl,10,0.5,20.0,464.0,21.805
25,NaCl,10,0.5,20.0,599.0,19.136
25,NaCl,10,0.5,20.0,774.0,16.87
25,NaCl,10,0.5,20.0,1000.0,17.815
25,NaCl,10,0.5,0.05,1.0,1.002
25,NaCl,10,0.5,0.05,1.29,1.2081
25,NaCl,10,0.5,0.05,1.67,1.004
25,NaCl,10,0.5,0.05,2.15,0.93885
25,NaCl,10,0.5,0.05,2.78,0.93989
25,NaCl,10,0.5,0.05,3.59,0.96272
25,NaCl,10,0.5,0.05,4.64,0.99994
25,NaCl,10,0.5,0.05,5.99,1.0316
25,NaCl,10,0.5,0.05,7.74,1.0057
25,NaCl,10,0.5,0.05,10.0,1.0178
25,NaCl,10,0.5,0.05,12.9,1.0111
25,NaCl,10,0.5,0.05,16.7,1.0219
25,NaCl,10,0.5,0.05,21.5,1.0282
25,NaCl,10,0.5,0.05,27.8,1.0434
25,NaCl,10,0.5,0.05,35.9,1.0408
25,NaCl,10,0.5,0.05,46.4,1.0523
25,NaCl,10,0.5,0.05,59.9,1.0672
25,NaCl,10,0.5,0.05,77.4,1.1293
25,NaCl,10,0.5,0.05,100.0,1.1405
25,NaCl,10,0.5,0.2,1.0,1.4276
25,NaCl,10,0.5,0.2,1.29,1.4791
